text,size
ticket,5
timeline,5
total,5
toughen,5
transit,5
trees,5
trucks,5
turnout,5
typical,5
ultimate,5
uncomfortable,5
undercut,5
unemployment,5
unfair,5
uniform,5
unlawful,5
upset,5
variety,5
vehicle,5
voter,5
wanting,5
weak,5
widespread,5
willingness,5
wings,5
wondering,5
writer,5
xavier,5
yale,5
abandon,4
abandoned,4
abiding,4
absolutely,4
accompanied,4
accusations,4
acronym,4
activism,4
admitted,4
advised,4
affair,4
andiola,4
animals,4
animus,4
anniversary,4
anytime,4
app,4
appealed,4
appropriate,4
approximately,4
archie,4
ardent,4
arreola,4
arrest,4
assault,4
asserted,4
assessment,4
assistance,4
assistant,4
assurance,4
attitude,4
attitudes,4
avoiding,4
awaiting,4
baby,4
backlog,4
badly,4
ballot,4
bandwagon,4
bar,4
bargaining,4
barrier,4
bars,4
beat,4
bed,4
beefing,4
begins,4
behavior,4
belong,4
bid,4
bigger,4
biggest,4
bigoted,4
bilingual,4
blackman,4
blaming,4
blessing,4
blood,4
boat,4
bob,4
bolster,4
branches,4
breakdown,4
brilliant,4
brinkmanship,4
broke,4
brooks,4
bureau,4
cable,4
calculated,4
camu,4
cancel,4
canceled,4
candidates,4
career,4
carry,4
cars,4
casting,4
celebrating,4
championed,4
chandler,4
changeto,4
channels,4
choices,4
chosen,4
chronic,4
circle,4
civic,4
classroom,4
cleaning,4
click,4
coast,4
codify,4
cohn,4
combined,4
compassionate,4
competition,4
complaining,4
completed,4
complex,4
concerning,4
conclude,4
concrete,4
confident,4
confirm,4
content,4
contention,4
contract,4
contradictory,4
contrast,4
convictions,4
cooperation,4
counter,4
counting,4
courage,4
courier,4
crises,4
critic,4
crop,4
crossed,4
crucial,4
cruelty,4
curb,4
custody,4
deepen,4
deficits,4
definitely,4
delaying,4
delicate,4
demonstrate,4
denying,4
derail,4
deserve,4
destroyed,4
detention,4
dianne,4
differences,4
digital,4
dignity,4
diploma,4
disabled,4
disappointment,4
discussing,4
disdain,4
dismantle,4
dismiss,4
dissent,4
distance,4
doctor,4
dogs,4
dollar,4
dramatic,4
drawn,4
drop,4
duty,4
egg,4
electorate,4
elements,4
eligibility,4
eliminating,4
elusive,4
emerged,4
emily,4
emotionally,4
enable,4
encourages,4
encouraging,4
endless,4
endorse,4
engage,4
enrolled,4
enshrine,4
entrants,4
error,4
establish,4
establishing,4
everyday,4
evident,4
evolved,4
exhausted,4
expand,4
expedite,4
exposed,4
eye,4
facilities,4
failures,4
fates,4
fearing,4
fears,4
finger,4
finished,4
fleeing,4
flowers,4
followers,4
forget,4
fortune,4
fought,4
fulfilling,4
fundingfor,4
furloughed,4
gains,4
gangs,4
garner,4
gary,4
gather,4
gathering,4
genuinely,4
gingrich,4
glad,4
goal,4
god,4
golf,4
gop,4
grappled,4
grass,4
greatly,4
grow,4
guests,4
guillen,4
guns,4
hailed,4
halt,4
hammer,4
harmed,4
hatch,4
highest,4
highlighted,4
hostility,4
humanity,4
hurts,4
ignore,4
impacted,4
imposing,4
improper,4
improperly,4
inaction,4
ingraham,4
initially,4
initiatives,4
input,4
inspector,4
institutions,4
integrity,4
interior,4
interviewed,4
introduce,4
investigation,4
investigations,4
involve,4
irresponsible,4
item,4
jail,4
jared,4
jeffress,4
jeffrey,4
jennifer,4
joining,4
joint,4
joseph,4
juarez,4
kamala,4
knowing,4
landscape,4
lapse,4
lawbreakers,4
lawn,4
lax,4
leaves,4
length,4
lengthy,4
lesson,4
lifted,4
liner,4
lines,4
lining,4
linked,4
listening,4
liz,4
locations,4
longtime,4
loom,4
luna,4
lunch,4
ly,4
maker,4
manhattan,4
marcela,4
marriage,4
master,4
matched,4
math,4
mayor,4
mayors,4
meaning,4
meaningful,4
medicaid,4
memory,4
mentally,4
mile,4
ministry,4
miriam,4
mix,4
montana,4
mortgage,4
mountains,4
mrs,4
muslims,4
narrower,4
nativist,4
nature,4
negotiation,4
nelson,4
networks,4
nightly,4
nobody,4
nomination,4
nonetheless,4
nonsubscribers,4
normal,4
norway,4
notably,4
nowhere,4
oaxaca,4
object,4
objections,4
officially,4
ohio,4
olympics,4
otay,4
outlined,4
overwhelmingly,4
panel,4
pardon,4
partner,4
pave,4
pen,4
pending,4
perspectives,4
phasing,4
picked,4
pieces,4
pillars,4
pitch,4
plainly,4
pledges,4
plenty,4
polarized,4
politician,4
posts,4
powerful,4
prayer,4
preferred,4
prevented,4
preventing,4
principle,4
procedural,4
proceedings,4
production,4
productive,4
profit,4
progressives,4
project,4
prosecutorial,4
puts,4
quiet,4
quofewer,4
quotes,4
ranging,4
reaction,4
rebuilding,4
recalled,4
recalling,4
records,4
reduce,4
reference,4
reflection,4
regarding,4
relationship,4
reliable,4
rely,4
remark,4
reminding,4
remove,4
replied,4
representation,4
reprieves,4
rescue,4
residency,4
resort,4
restaurant,4
restore,4
restrictionists,4
revealed,4
revenue,4
reversed,4
reviewed,4
risked,4
rojas,4
rolled,4
rulings,4
rundown,4
sad,4
sales,4
sam,4
scale,4
scam,4
scary,4
science,4
search,4
section,4
secured,4
seekers,4
segment,4
selling,4
sending,4
sensible,4
separately,4
seriously,4
sets,4
settings,4
sex,4
sexual,4
shape,4
shock,4
shocking,4
shoulders,4
signals,4
signs,4
silent,4
simultaneously,4
site,4
size,4
skeptical,4
skepticism,4
skill,4
slow,4
smart,4
solis,4
sound,4
sounding,4
soviet,4
speeding,4
spoken,4
spot,4
spring,4
stability,4
stakes,4
stanford,4
statutory,4
sterry,4
stick,4
stops,4
strange,4
strategist,4
strength,4
strengthen,4
stressed,4
strings,4
struggling,4
substantial,4
suburb,4
succeeded,4
successfully,4
successor,4
suggestion,4
sum,4
summer,4
super,4
supremacist,4
surprised,4
surveillance,4
survive,4
symptoms,4
tackle,4
tariff,4
televised,4
temporarily,4
tens,4
tension,4
termination,4
terrible,4
themes,4
therefore,4
threshold,4
threw,4
thune,4
thwarted,4
tickets,4
ticking,4
tired,4
tower,4
tracking,4
traditional,4
train,4
traveled,4
tremendous,4
trotsky,4
truck,4
turning,4
undermine,4
underscored,4
unfit,4
unhappy,4
unilaterally,4
unity,4
unlawfully,4
unnecessary,4
uproar,4
urgent,4
via,4
videgaray,4
vigorously,4
violent,4
visasno,4
visible,4
visited,4
vital,4
voluntarily,4
walked,4
walls,4
warehouse,4
watchdog,4
wealthy,4
weapons,4
weight,4
weren,4
western,4
whip,4
whites,4
whoever,4
widely,4
wildly,4
winding,4
wonder,4
workshops,4
wrapped,4
wright,4
yesterday,4
youths,4
zalesne,4
abc,3
academic,3
accomplish,3
achievement,3
achieving,3
actively,3
administrations,3
admission,3
admissions,3
adopt,3
advocate,3
affirmed,3
africa,3
agent,3
aggressive,3
aging,3
agreeing,3
agreements,3
aims,3
airports,3
alarcon,3
alarmed,3
alejandro,3
allard,3
allocate,3
aloud,3
alter,3
amendment,3
andrew,3
andy,3
annie,3
anymore,3
anywhere,3
apologize,3
apparatus,3
appease,3
appetite,3
apple,3
appointees,3
appointments,3
appreciate,3
architects,3
arranged,3
arts,3
ashlee,3
aspects,3
assailed,3
assertion,3
assisting,3
association,3
assurances,3
attacked,3
attacking,3
attacks,3
authorizing,3
avert,3
aware,3
backers,3
baker,3
balcomb,3
balked,3
ball,3
bannon,3
bear,3
bees,3
beijing,3
believing,3
belonging,3
benner,3
berlin,3
betrayed,3
bias,3
biased,3
biblical,3
bigotry,3
billed,3
bind,3
births,3
bitterly,3
blessed,3
blocks,3
blumenthal,3
blunt,3
bore,3
bottom,3
brad,3
brain,3
brand,3
brandon,3
bray,3
breaking,3
bridges,3
briefings,3
briefs,3
brings,3
brink,3
browser,3
brutal,3
buildings,3
burn,3
bury,3
busy,3
byopinion,3
calculus,3
calendar,3
camera,3
camille,3
camp,3
campaigns,3
cargo,3
caribbean,3
carrying,3
catastrophic,3
categories,3
catholic,3
causing,3
ceiling,3
census,3
centrist,3
century,3
certainty,3
chairwoman,3
channel,3
character,3
charlottesville,3
chavez,3
chirla,3
chorus,3
christian,3
churches,3
circumstances,3
clause,3
clinic,3
cochran,3
collection,3
columnist,3
com,3
combination,3
comfort,3
commission,3
commonly,3
communication,3
competitive,3
concede,3
concha,3
condemned,3
conduct,3
confer,3
conflicts,3
confused,3
confusing,3
conscience,3
consequential,3
consideration,3
constituency,3
constituents,3
consult,3
consultant,3
consumers,3
contain,3
continuing,3
contributions,3
controversy,3
convention,3
convicted,3
coordinated,3
coordinator,3
corporations,3
correspondent,3
cory,3
costly,3
countdown,3
countered,3
counterparts,3
crazy,3
crops,3
crosses,3
crowded,3
crumbs,3
crushed,3
culturally,3
curbelo,3
curran,3
dad,3
daniel,3
dealmaker,3
dealt,3
debating,3
decent,3
declare,3
declining,3
defeating,3
defended,3
defer,3
defies,3
delivery,3
demise,3
demography,3
demonize,3
denouncing,3
deny,3
departed,3
depended,3
depends,3
deportable,3
deposition,3
description,3
desk,3
desktop,3
desperate,3
determination,3
detrimental,3
device,3
devices,3
dictate,3
differing,3
digangi,3
dilemma,3
disagree,3
disclosure,3
discover,3
discovery,3
disgusting,3
dishonest,3
dismal,3
displaced,3
display,3
disrupt,3
distant,3
distinct,3
distributed,3
divisive,3
doctors,3
dog,3
dot,3
drastically,3
draw,3
draws,3
dressed,3
drill,3
drives,3
duke,3
dysfunction,3
earn,3
ease,3
ecuador,3
eggs,3
eileen,3
elderly,3
electronic,3
eliminated,3
elimination,3
emails,3
emboldened,3
emergency,3
emerging,3
employed,3
endangered,3
enemies,3
enemy,3
enjoys,3
enrique,3
enshrined,3
ensuring,3
entertain,3
enthusiasm,3
enthusiastic,3
environment,3
environmental,3
epidemic,3
equality,3
equipped,3
eric,3
estimates,3
ethnic,3
europe,3
exasperated,3
exceptions,3
excited,3
excluding,3
exile,3
exist,3
expecting,3
expects,3
expiration,3
exports,3
expression,3
eyeing,3
faced,3
falls,3
farther,3
favored,3
favorite,3
fbi,3
feared,3
featured,3
fedex,3
fencing,3
fertility,3
feverish,3
fields,3
fifth,3
film,3
finance,3
fiscally,3
fisher,3
fitting,3
fixing,3
flaws,3
fled,3
floated,3
floodwaters,3
flying,3
focusing,3
football,3
forcing,3
forecast,3
formally,3
forum,3
foundation,3
founding,3
frame,3
fraught,3
freely,3
freewheeling,3
freezing,3
fresh,3
frey,3
frozen,3
fulfill,3
fulfills,3
function,3
functions,3
fundamental,3
fundraising,3
futures,3
gained,3
games,3
garden,3
garrison,3
gas,3
giant,3
gillibrand,3
glass,3
gomez,3
gonzales,3
gosar,3
gov,3
governments,3
grabs,3
grandfather,3
grandmother,3
gray,3
greet,3
greisa,3
grijalva,3
guatemala,3
guerrero,3
guess,3
guide,3
gulf,3
guy,3
haitians,3
handle,3
hashed,3
hashtag,3
hate,3
havoc,3
headline,3
headlines,3
heartless,3
heidi,3
heitkamp,3
helpless,3
hence,3
henig,3
hid,3
hincapi,3
hinted,3
hired,3
hometown,3
honda,3
hospital,3
hosted,3
hoyer,3
id,3
ideals,3
identical,3
ignorance,3
ignoring,3
ill,3
imminent,3
impartial,3
imperil,3
inability,3
inaccurate,3
incentive,3
inclusion,3
incoherence,3
independence,3
independents,3
indiana,3
industrial,3
ineligible,3
inequality,3
inevitable,3
inference,3
inflow,3
influential,3
informal,3
injury,3
inspections,3
installed,3
instant,3
insulting,3
intensified,3
intent,3
interesting,3
investigating,3
investment,3
iraq,3
irma,3
irritated,3
ixtepec,3
jason,3
jerrold,3
jessica,3
jimmy,3
jones,3
journal,3
juan,3
junior,3
junk,3
justification,3
kansas,3
karen,3
katie,3
keeps,3
ken,3
kennedy,3
kim,3
kirsten,3
knocking,3
korn,3
landed,3
landing,3
laptop,3
lasting,3
lasts,3
latter,3
lazaro,3
leads,3
league,3
lee,3
legislators,3
lend,3
lewisville,3
lie,3
lifetime,3
lighthizer,3
listed,3
listened,3
lists,3
lockbox,3
losses,3
lots,3
loved,3
lowey,3
luther,3
lynsea,3
maintained,3
maintaining,3
maintenance,3
managed,3
manages,3
managing,3
mandate,3
manufacturing,3
map,3
marches,3
mario,3
marks,3
mart,3
mat,3
materialized,3
materials,3
maze,3
meals,3
meaningless,3
melania,3
memoir,3
memorandum,3
mentioned,3
mercurial,3
mess,3
midterms,3
mills,3
minds,3
mine,3
minor,3
mirror,3
mirrors,3
misrepresenting,3
missed,3
missile,3
mitigate,3
mixed,3
mnuchin,3
mo,3
moderates,3
mom,3
montoya,3
morally,3
mount,3
moveon,3
mulvaney,3
muscle,3
muslim,3
names,3
navigation,3
nearby,3
nebraska,3
needlessly,3
neighbors,3
newcomers,3
nita,3
normally,3
notable,3
numbersusa,3
nytimes,3
objectionable,3
obligation,3
observe,3
obstacle,3
obtaining,3
offensive,3
officer,3
offset,3
oh,3
olds,3
oneself,3
onus,3
optimism,3
optimistic,3
ordering,3
org,3
organizer,3
organizing,3
origin,3
orrin,3
ortega,3
outlines,3
outraged,3
overhauls,3
overtime,3
overturned,3
overwhelmed,3
owns,3
pac,3
pacheco,3
pacific,3
packages,3
packed,3
pages,3
painful,3
paint,3
paired,3
pairing,3
palatable,3
paper,3
parade,3
paranoia,3
parked,3
participant,3
participating,3
participation,3
partners,3
paycheck,3
payment,3
payments,3
pence,3
persecuted,3
pez,3
pezzi,3
pham,3
phaseout,3
philippines,3
pincus,3
plate,3
platform,3
plays,3
plunged,3
poised,3
polarizing,3
polling,3
popularity,3
porter,3
postmarked,3
postponed,3
praising,3
predicament,3
preferences,3
presents,3
preserving,3
presumably,3
pretending,3
prevail,3
price,3
prime,3
principled,3
prior,3
prioritize,3
prize,3
profile,3
prohibits,3
projects,3
promote,3
prompt,3
promptly,3
proponents,3
proportion,3
protesters,3
protesting,3
ptsd,3
puente,3
punishing,3
purchased,3
pushback,3
puzzle,3
quester,3
questioning,3
quo,3
quote,3
quoted,3
ra,3
races,3
rachel,3
rain,3
rallies,3
rand,3
rapidly,3
rating,3
reagan,3
realizes,3
reassured,3
recover,3
recovery,3
recruits,3
reducing,3
reforms,3
refuses,3
region,3
regular,3
regulation,3
reinforced,3
reiterated,3
rejecting,3
rejection,3
relationships,3
relatively,3
religion,3
remaining,3
remarkable,3
remembers,3
render,3
rent,3
repealing,3
repercussions,3
represented,3
reprieve,3
requesting,3
reset,3
residence,3
resist,3
responding,3
restart,3
restrictionist,3
restrictive,3
rests,3
retain,3
reuters,3
revolution,3
rewrite,3
rhetorical,3
rich,3
richmond,3
river,3
rob,3
ron,3
rounds,3
routinely,3
roybal,3
rs,3
rushed,3
sacramento,3
safeguards,3
salgado,3
samantha,3
saves,3
scenario,3
scenes,3
schedule,3
scientists,3
scratch,3
scrutiny,3
securing,3
seeming,3
segments,3
sensing,3
severely,3
shame,3
shaped,3
sharp,3
sharply,3
shielding,3
shooting,3
shop,3
shortage,3
shorter,3
shutdowns,3
sight,3
signaling,3
significantly,3
siguil,3
silence,3
sink,3
situations,3
skin,3
skinny,3
sleep,3
slogan,3
smith,3
somehow,3
somin,3
spark,3
spell,3
spend,3
spends,3
spirit,3
springs,3
stable,3
stagnation,3
standoff,3
statistics,3
statusquoredistributevisasfewervisasproposal,3
statute,3
steadfast,3
stein,3
steny,3
stock,3
stopping,3
striking,3
stroke,3
submission,3
suburbs,3
succinct,3
sued,3
suffered,3
sufficiently,3
suing,3
supportive,3
surrounded,3
surrounding,3
suspend,3
suspended,3
swallow,3
systems,3
tactics,3
tanks,3
targeting,3
task,3
tasked,3
taught,3
taxpayer,3
technical,3
ted,3
tempting,3
tentative,3
text,3
thedaily,3
theo,3
therapists,3
threaten,3
threats,3
throw,3
timing,3
tips,3
tobin,3
toll,3
tool,3
topic,3
topics,3
topped,3
torn,3
towards,3
tradition,3
traditions,3
trauma,3
treasury,3
trial,3
trips,3
truly,3
trumps,3
tunnel,3
turnabout,3
twelve,3
type,3
un,3
understanding,3
undo,3
unfolded,3
unified,3
universal,3
universities,3
unravel,3
unsuccessful,3
unusually,3
unwilling,3
upbeat,3
upholding,3
upper,3
upside,3
urge,3
uribe,3
uses,3
venting,3
verbal,3
verge,3
vetoed,3
victims,3
villacis,3
visits,3
vivid,3
wage,3
wages,3
wake,3
walking,3
warn,3
wars,3
waste,3
wazed,3
weakness,3
wearing,3
weighed,3
weighing,3
welcomed,3
werth,3
wildfires,3
winter,3
wisdom,3
wishes,3
wishing,3
withdrawal,3
worries,3
write,3
xenophobic,3
zhou,3
abraham,2
abroad,2
abusive,2
accelerate,2
acceptance,2
acci,2
accident,2
accomplishment,2
accounted,2
accuracy,2
accurate,2
accustomed,2
achieved,2
achievements,2
acknowledge,2
acknowledging,2
activity,2
acute,2
ad,2
adamant,2
adhere,2
administers,2
ads,2
adverse,2
advising,2
advocated,2
affects,2
affirm,2
afghanistan,2
aggressivelimited,2
aggressively,2
aggressivemore,2
agriculture,2
aguilar,2
agustin,2
aim,2
aired,2
alan,2
alcohol,2
alert,2
alexander,2
alienating,2
aligned,2
alike,2
alleged,2
alliances,2
ally,2
almond,2
alongside,2
alternately,2
ambitions,2
ambivalent,2
amenable,2
amendments,2
amounted,2
amountof,2
ana,2
analysts,2
anchor,2
andparent,2
angered,2
angrily,2
anguished,2
angus,2
animal,2
annually,2
answers,2
antonio,2
anxious,2
anyway,2
apa,2
apartment,2
appellate,2
applause,2
applies,2
appoint,2
appointed,2
approached,2
approaches,2
approaching,2
aracely,2
arbitrarily,2
architect,2
arose,2
arrival,2
artistic,2
asia,2
asian,2
asks,2
assembled,2
assert,2
asserting,2
assertions,2
assimilation,2
assistants,2
associate,2
associates,2
assume,2
asterisk,2
athletes,2
atmosphere,2
attract,2
attractive,2
aug,2
august,2
aunts,2
authors,2
avenue,2
average,2
avoided,2
awake,2
backbone,2
balloon,2
ballooning,2
ballots,2
baltimore,2
band,2
banning,2
barbara,2
battling,2
baumgaertner,2
bay,2
beatings,2
bedroom,2
beforehand,2
begged,2
beliefs,2
bench,2
benefactors,2
beneficial,2
beneficiary,2
benefitpath,2
bengaluru,2
bennett,2
bernard,2
beside,2
bet,2
bethesda,2
betraying,2
bible,2
biting,2
bits,2
bizarre,2
blah,2
blames,2
blando,2
blessings,2
blinked,2
blistering,2
bloc,2
blog,2
bloody,2
blown,2
bluster,2
boast,2
boasting,2
boehner,2
bold,2
bolstered,2
bonuses,2
boogeyman,2
boost,2
boosted,2
boosting,2
booth,2
bored,2
borrowed,2
boss,2
bother,2
boxing,2
boycott,2
brag,2
bragging,2
branded,2
branding,2
brave,2
breach,2
breakfast,2
breaks,2
breakthrough,2
breathing,2
breitbart,2
brian,2
bridge,2
britain,2
broadcasting,2
brother,2
browde,2
browning,2
brunberg,2
buckled,2
bumper,2
bunch,2
burden,2
buried,2
burner,2
burning,2
burst,2
bus,2
buses,2
buying,2
byit,2
byletterto,2
bythe,2
bywashington,2
cadillac,2
calculation,2
calculations,2
californians,2
caller,2
camps,2
cancer,2
canter,2
cap,2
capable,2
capacity,2
capitulated,2
capricious,2
capsized,2
captured,2
carefully,2
caretakers,2
caring,2
cascade,2
castro,2
catalyst,2
caucuses,2
caudillo,2
causes,2
cautious,2
cbs,2
cecilia,2
cedric,2
celebrate,2
celebrated,2
celebration,2
celebrities,2
cellphone,2
centerpiece,2
centrists,2
ceremonies,2
ceremony,2
certified,2
certiorari,2
chair,2
chairmen,2
challenger,2
challengers,2
chambers,2
chancellor,2
chanted,2
chapter,2
characters,2
charges,2
checked,2
checking,2
chertoff,2
chiacu,2
chiefs,2
chooses,2
christians,2
cindy,2
circulated,2
cited,2
citrus,2
ciudad,2
claire,2
clare,2
clarification,2
classical,2
classmates,2
classrooms,2
cleanup,2
cleared,2
clearer,2
clearing,2
closely,2
clothing,2
clouds,2
coach,2
codifying,2
cohort,2
colbert,2
cole,2
coleman,2
collapse,2
collapsed,2
collect,2
collecting,2
collins,2
collision,2
colombia,2
comfortable,2
comienzos,2
comitatus,2
commentators,2
commissioned,2
commissioner,2
commits,2
communist,2
compiled,2
complain,2
complaints,2
complicating,2
comstock,2
concept,2
condemnation,2
condemning,2
conducting,2
conferred,2
confirmation,2
conflicted,2
confrontation,2
congregation,2
congressmen,2
connection,2
consent,2
conservatism,2
considerable,2
considers,2
consistently,2
consolidated,2
constant,2
construct,2
contains,2
contempt,2
contents,2
continually,2
continuously,2
contracts,2
contributorthe,2
controls,2
convinced,2
convincing,2
conway,2
cool,2
corners,2
correctly,2
cosby,2
counselor,2
counterpart,2
counties,2
countless,2
counts,2
coupled,2
couples,2
covering,2
covers,2
cowardice,2
cowett,2
craft,2
crafting,2
crash,2
credentials,2
credible,2
criteria,2
critically,2
criticisms,2
criticize,2
criticizing,2
critiques,2
crossers,2
crotch,2
crowds,2
crucially,2
cruelly,2
cuba,2
cuellar,2
cuff,2
culmination,2
curious,2
curtailing,2
customers,2
dan,2
dana,2
dance,2
daring,2
dates,2
davos,2
dawn,2
dealers,2
debated,2
decency,2
decides,2
deciding,2
dedicated,2
defendants,2
definition,2
degrees,2
dejected,2
delete,2
deliberately,2
delivering,2
dem,2
demeans,2
democracy,2
demonstrating,2
demonstration,2
denials,2
denigrating,2
depart,2
departing,2
departments,2
departure,2
deplorables,2
deploying,2
deportees,2
deporting,2
derogatory,2
descendant,2
describes,2
designated,2
desires,2
despicable,2
destabilizing,2
destination,2
destroy,2
detail,2
deter,2
developed,2
developments,2
devised,2
devising,2
dicky,2
differently,2
difficulty,2
digit,2
dimension,2
dino,2
diplomatic,2
directed,2
directions,2
directors,2
dirty,2
disagreed,2
disappointed,2
disappointing,2
disapproval,2
disbelief,2
discern,2
discharge,2
discrimination,2
disease,2
dismayed,2
disobedience,2
disparaging,2
disparity,2
displayed,2
disputes,2
disrupting,2
disruption,2
disruptive,2
dissertation,2
distinguished,2
disturbed,2
disturbing,2
divide,2
doctoring,2
documentation,2
doina,2
donors,2
doomed,2
dorgan,2
doubled,2
doug,2
draft,2
drama,2
dramatically,2
drastic,2
driveway,2
drones,2
drove,2
drumbeat,2
dry,2
ds,2
dueling,2
dumb,2
dunham,2
earned,2
earnest,2
earns,2
easier,2
eating,2
economies,2
economists,2
edward,2
efficiently,2
elaine,2
elect,2
elisabeth,2
elite,2
elizabeth,2
eluded,2
emailed,2
emerge,2
emotions,2
emphasizing,2
employ,2
employee,2
employing,2
enacting,2
encountered,2
endangering,2
endorsed,2
enduring,2
enforced,2
enforcementno,2
engagement,2
engaging,2
engineer,2
engineers,2
enhance,2
enjoyed,2
enroll,2
enrollees,2
enrolling,2
enrollment,2
enshrining,2
entail,2
entity,2
entrapment,2
envelope,2
environments,2
envision,2
episcopal,2
episodes,2
equally,2
equals,2
equation,2
erika,2
erupted,2
essential,2
estimate,2
exact,2
exam,2
examination,2
exceeded,2
exceedingly,2
exception,2
exciting,2
executed,2
exelon,2
exemption,2
exert,2
existed,2
exodus,2
expands,2
expansion,2
expectations,2
expenses,2
experienced,2
experiencing,2
expiring,2
exploring,2
expressing,2
expressions,2
extensive,2
facility,2
faction,2
factor,2
factories,2
factors,2
faded,2
fallback,2
fallon,2
falsely,2
familiarity,2
fan,2
fans,2
fascinating,2
favors,2
fearful,2
features,2
federalism,2
feet,2
female,2
fences,2
fernandez,2
ferr,2
fervor,2
festivities,2
feuer,2
fiction,2
figured,2
finalize,2
financing,2
fine,2
firing,2
firmly,2
firms,2
fissures,2
fit,2
fitness,2
flakeno,2
flatly,2
flawed,2
flesh,2
flexibility,2
flight,2
flip,2
float,2
floating,2
floats,2
flooded,2
flowing,2
fluid,2
fly,2
fools,2
footing,2
forefront,2
forge,2
forgotten,2
fosters,2
founders,2
francis,2
fraud,2
freeland,2
freeze,2
freking,2
freshman,2
fresno,2
frost,2
fueled,2
fuming,2
fury,2
gaby,2
gallery,2
gambit,2
garb,2
garc,2
gateway,2
generousmore,2
gesture,2
ghosts,2
girl,2
girls,2
glories,2
goals,2
goel,2
goodbye,2
goodell,2
goods,2
govern,2
governors,2
graduating,2
grand,2
grantees,2
grasp,2
gratitude,2
grave,2
greatness,2
greg,2
grim,2
grisham,2
gross,2
grower,2
growers,2
guajardo,2
guant,2
guarantees,2
guards,2
guest,2
guidelines,2
guilt,2
hadn,2
hail,2
haitian,2
hall,2
halls,2
hamilton,2
handled,2
handling,2
hanen,2
hanging,2
hangs,2
harry,2
harvard,2
harvest,2
hawk,2
headaches,2
headwinds,2
healthier,2
heated,2
hell,2
hemingway,2
henry,2
hernandez,2
hey,2
highways,2
hillman,2
hinge,2
hint,2
historian,2
hoc,2
hoffman,2
holders,2
holidays,2
hollen,2
homan,2
honored,2
hospitals,2
hostile,2
hosts,2
housing,2
hubert,2
humans,2
hungary,2
hungry,2
hunt,2
hypocrisy,2
ibm,2
ideal,2
identify,2
ideological,2
ig,2
ii,2
ike,2
illegality,2
illegitimacy,2
immigrated,2
impaired,2
impassioned,2
imperative,2
implementation,2
implementing,2
implication,2
implications,2
impressed,2
improved,2
impulses,2
inaugural,2
incendiary,2
incompetent,2
inconsistent,2
inconveniences,2
incorrect,2
incorrectly,2
increasedenforcement,2
increasing,2
incumbent,2
independently,2
index,2
indicates,2
indifferent,2
indivisible,2
industries,2
inflames,2
inflammatory,2
infuriating,2
initiated,2
injustice,2
inner,2
inquiries,2
ins,2
insidious,2
inspiration,2
inspire,2
inspired,2
institution,2
instrumental,2
intake,2
integrated,2
intends,2
intensifying,2
intentioned,2
intentions,2
interfere,2
interplanetary,2
interrupted,2
intertwined,2
intervention,2
intimidate,2
intractable,2
intransigence,2
invest,2
investing,2
invite,2
invoking,2
involving,2
iphone,2
irreparable,2
irreversible,2
isakson,2
islamic,2
isolation,2
italy,2
itching,2
jacobsen,2
jay,2
jeb,2
jeh,2
jeopardize,2
johnny,2
joked,2
jon,2
jos,2
jose,2
joshua,2
joy,2
julio,2
justified,2
justifying,2
justo,2
kellyanne,2
khan,2
kick,2
kicked,2
kid,2
kidnappings,2
killing,2
killings,2
kimmel,2
kindergarten,2
knock,2
knocked,2
koch,2
korean,2
koum,2
kumeyaay,2
labeled,2
labrador,2
lacked,2
lacks,2
laden,2
lamb,2
lamented,2
lands,2
landsverk,2
lanes,2
lapsed,2
larissa,2
lashed,2
lately,2
latinos,2
laugh,2
laughable,2
laundry,2
lawmaker,2
leaks,2
leaning,2
learning,2
legacy,2
legislate,2
legitimacy,2
legitimate,2
legomsky,2
lenin,2
lessen,2
lessons,2
lets,2
lever,2
levinson,2
liaison,2
liany,2
liberties,2
liberty,2
libre,2
licensed,2
lifewashington,2
lift,2
lincoln,2
lined,2
lips,2
listeners,2
listing,2
literally,2
literature,2
litmus,2
logic,2
logical,2
longest,2
looming,2
loopholes,2
lopez,2
loud,2
loves,2
lufkin,2
lujan,2
magic,2
magnet,2
magnifying,2
magnitude,2
magon,2
majorities,2
mamun,2
maneuvering,2
maneuvers,2
manipulated,2
manny,2
marathon,2
marco,2
margin,2
maricopa,2
marielena,2
marijuana,2
marketplace,2
mastery,2
match,2
material,2
matzo,2
maximize,2
mccarty,2
mckinney,2
mcmorris,2
membership,2
menorah,2
mentioning,2
mercy,2
merkley,2
metals,2
method,2
methods,2
michelle,2
mick,2
microphone,2
millennials,2
mindful,2
minimal,2
minimum,2
minorities,2
misidentified,2
misrepresented,2
mission,2
misspelled,2
misstated,2
misunderstood,2
mobilized,2
mobilizing,2
mode,2
modernize,2
modest,2
modified,2
moments,2
moneymore,2
moneymoremoneynomoneyproposal,2
moneyno,2
monica,2
monuments,2
mood,2
morales,2
morass,2
motivation,2
mounting,2
movie,2
mtv,2
muddying,2
multibillion,2
murdered,2
muted,2
mystery,2
nadler,2
namely,2
namo,2
nanjiani,2
narrowly,2
nationalism,2
nationalist,2
nationality,2
natives,2
naturalization,2
naturalized,2
navarro,2
navy,2
nbc,2
necessity,2
neck,2
needing,2
negative,2
neighbor,2
net,2
neutral,2
nevertheless,2
newspaper,2
nice,2
